product_id,product_name,ingredient_label,ingredient_kind,botanical_entry_id,matched_botanical_name,match_status,candidate_matches,resolution_needed
PROD-BR-00039,Abacaxi — MD-2 — Fresh Produce,Abacaxi — MD-2,Primary,BOT-BR-0005,Abacaxi — MD-2,matched_source_id,BOT-BR-0005:Abacaxi — MD-2,False
PROD-BR-00040,Abacaxi — MD-2 — Frozen Pulp / Purée,Abacaxi — MD-2,Primary,BOT-BR-0005,Abacaxi — MD-2,matched_source_id,BOT-BR-0005:Abacaxi — MD-2,False
PROD-BR-00041,Abacaxi — MD-2 — Functional Beverage / RTD,Abacaxi — MD-2,Primary,BOT-BR-0005,Abacaxi — MD-2,matched_source_id,BOT-BR-0005:Abacaxi — MD-2,False
PROD-BR-00042,Abacaxi — MD-2 — Jam / Preserve,Abacaxi — MD-2,Primary,BOT-BR-0005,Abacaxi — MD-2,matched_source_id,BOT-BR-0005:Abacaxi — MD-2,False
PROD-BR-00043,Abacaxi — MD-2 — Juice / Nectar,Abacaxi — MD-2,Primary,BOT-BR-0005,Abacaxi — MD-2,matched_source_id,BOT-BR-0005:Abacaxi — MD-2,False
PROD-BR-00046,Abacaxi — Pérola — Cordial / Syrup,Abacaxi — Pérola,Primary,BOT-BR-0006,Abacaxi — Pérola,matched_source_id,BOT-BR-0006:Abacaxi — Pérola,False
PROD-BR-00047,Abacaxi — Pérola — Extract / Concentrate,Abacaxi — Pérola,Primary,BOT-BR-0006,Abacaxi — Pérola,matched_source_id,BOT-BR-0006:Abacaxi — Pérola,False
PROD-BR-00048,Abacaxi — Pérola — Fresh Produce,Abacaxi — Pérola,Primary,BOT-BR-0006,Abacaxi — Pérola,matched_source_id,BOT-BR-0006:Abacaxi — Pérola,False
PROD-BR-00049,Abacaxi — Pérola — Frozen Pulp / Purée,Abacaxi — Pérola,Primary,BOT-BR-0006,Abacaxi — Pérola,matched_source_id,BOT-BR-0006:Abacaxi — Pérola,False
PROD-BR-00050,Abacaxi — Pérola — Functional Beverage / RTD,Abacaxi — Pérola,Primary,BOT-BR-0006,Abacaxi — Pérola,matched_source_id,BOT-BR-0006:Abacaxi — Pérola,False
PROD-BR-00051,Abacaxi — Pérola — Jam / Preserve,Abacaxi — Pérola,Primary,BOT-BR-0006,Abacaxi — Pérola,matched_source_id,BOT-BR-0006:Abacaxi — Pérola,False
PROD-BR-00052,Abacaxi — Pérola — Juice / Nectar,Abacaxi — Pérola,Primary,BOT-BR-0006,Abacaxi — Pérola,matched_source_id,BOT-BR-0006:Abacaxi — Pérola,False
PROD-BR-00055,Abacaxi — Smooth Cayenne — Cordial / Syrup,Abacaxi — Smooth Cayenne,Primary,BOT-BR-0007,Abacaxi — Smooth Cayenne,matched_source_id,BOT-BR-0007:Abacaxi — Smooth Cayenne,False
PROD-BR-00056,Abacaxi — Smooth Cayenne — Extract / Concentrate,Abacaxi — Smooth Cayenne,Primary,BOT-BR-0007,Abacaxi — Smooth Cayenne,matched_source_id,BOT-BR-0007:Abacaxi — Smooth Cayenne,False
PROD-BR-00057,Abacaxi — Smooth Cayenne — Fresh Produce,Abacaxi — Smooth Cayenne,Primary,BOT-BR-0007,Abacaxi — Smooth Cayenne,matched_source_id,BOT-BR-0007:Abacaxi — Smooth Cayenne,False
PROD-BR-00058,Abacaxi — Smooth Cayenne — Frozen Pulp / Purée,Abacaxi — Smooth Cayenne,Primary,BOT-BR-0007,Abacaxi — Smooth Cayenne,matched_source_id,BOT-BR-0007:Abacaxi — Smooth Cayenne,False
PROD-BR-00059,Abacaxi — Smooth Cayenne — Functional Beverage / RTD,Abacaxi — Smooth Cayenne,Primary,BOT-BR-0007,Abacaxi — Smooth Cayenne,matched_source_id,BOT-BR-0007:Abacaxi — Smooth Cayenne,False
PROD-BR-00060,Abacaxi — Smooth Cayenne — Jam / Preserve,Abacaxi — Smooth Cayenne,Primary,BOT-BR-0007,Abacaxi — Smooth Cayenne,matched_source_id,BOT-BR-0007:Abacaxi — Smooth Cayenne,False
PROD-BR-00061,Abacaxi — Smooth Cayenne — Juice / Nectar,Abacaxi — Smooth Cayenne,Primary,BOT-BR-0007,Abacaxi — Smooth Cayenne,matched_source_id,BOT-BR-0007:Abacaxi — Smooth Cayenne,False
PROD-BR-00064,Abacaxi — Turiaçu — Cordial / Syrup,Abacaxi — Turiaçu,Primary,BOT-BR-0008,Abacaxi — Turiaçu,matched_source_id,BOT-BR-0008:Abacaxi — Turiaçu,False
PROD-BR-00065,Abacaxi — Turiaçu — Extract / Concentrate,Abacaxi — Turiaçu,Primary,BOT-BR-0008,Abacaxi — Turiaçu,matched_source_id,BOT-BR-0008:Abacaxi — Turiaçu,False
PROD-BR-00066,Abacaxi — Turiaçu — Fresh Produce,Abacaxi — Turiaçu,Primary,BOT-BR-0008,Abacaxi — Turiaçu,matched_source_id,BOT-BR-0008:Abacaxi — Turiaçu,False
PROD-BR-00067,Abacaxi — Turiaçu — Frozen Pulp / Purée,Abacaxi — Turiaçu,Primary,BOT-BR-0008,Abacaxi — Turiaçu,matched_source_id,BOT-BR-0008:Abacaxi — Turiaçu,False
PROD-BR-00068,Abacaxi — Turiaçu — Functional Beverage / RTD,Abacaxi — Turiaçu,Primary,BOT-BR-0008,Abacaxi — Turiaçu,matched_source_id,BOT-BR-0008:Abacaxi — Turiaçu,False
PROD-BR-00069,Abacaxi — Turiaçu — Jam / Preserve,Abacaxi — Turiaçu,Primary,BOT-BR-0008,Abacaxi — Turiaçu,matched_source_id,BOT-BR-0008:Abacaxi — Turiaçu,False
PROD-BR-00070,Abacaxi — Turiaçu — Juice / Nectar,Abacaxi — Turiaçu,Primary,BOT-BR-0008,Abacaxi — Turiaçu,matched_source_id,BOT-BR-0008:Abacaxi — Turiaçu,False
PROD-BR-00073,Acerola — Cordial / Syrup,Acerola,Primary,BOT-BR-0009,Acerola,matched_source_id,BOT-BR-0009:Acerola,False
PROD-BR-00074,Acerola — Extract / Concentrate,Acerola,Primary,BOT-BR-0009,Acerola,matched_source_id,BOT-BR-0009:Acerola,False
PROD-BR-00075,Acerola — Fresh Produce,Acerola,Primary,BOT-BR-0009,Acerola,matched_source_id,BOT-BR-0009:Acerola,False
PROD-BR-00076,Acerola — Frozen Pulp / Purée,Acerola,Primary,BOT-BR-0009,Acerola,matched_source_id,BOT-BR-0009:Acerola,False
PROD-BR-00077,Acerola — Functional Beverage / RTD,Acerola,Primary,BOT-BR-0009,Acerola,matched_source_id,BOT-BR-0009:Acerola,False
PROD-BR-00078,Acerola — Jam / Preserve,Acerola,Primary,BOT-BR-0009,Acerola,matched_source_id,BOT-BR-0009:Acerola,False
PROD-BR-00079,Acerola — Juice / Nectar,Acerola,Primary,BOT-BR-0009,Acerola,matched_source_id,BOT-BR-0009:Acerola,False
PROD-BR-00082,Acerola — BRS 235 Apodi — Cordial / Syrup,Acerola — BRS 235 Apodi,Primary,BOT-BR-0010,Acerola — BRS 235 Apodi,matched_source_id,BOT-BR-0010:Acerola — BRS 235 Apodi,False
PROD-BR-00083,Acerola — BRS 235 Apodi — Extract / Concentrate,Acerola — BRS 235 Apodi,Primary,BOT-BR-0010,Acerola — BRS 235 Apodi,matched_source_id,BOT-BR-0010:Acerola — BRS 235 Apodi,False
PROD-BR-00084,Acerola — BRS 235 Apodi — Fresh Produce,Acerola — BRS 235 Apodi,Primary,BOT-BR-0010,Acerola — BRS 235 Apodi,matched_source_id,BOT-BR-0010:Acerola — BRS 235 Apodi,False
PROD-BR-00085,Acerola — BRS 235 Apodi — Frozen Pulp / Purée,Acerola — BRS 235 Apodi,Primary,BOT-BR-0010,Acerola — BRS 235 Apodi,matched_source_id,BOT-BR-0010:Acerola — BRS 235 Apodi,False
PROD-BR-00086,Acerola — BRS 235 Apodi — Functional Beverage / RTD,Acerola — BRS 235 Apodi,Primary,BOT-BR-0010,Acerola — BRS 235 Apodi,matched_source_id,BOT-BR-0010:Acerola — BRS 235 Apodi,False
PROD-BR-00087,Acerola — BRS 235 Apodi — Jam / Preserve,Acerola — BRS 235 Apodi,Primary,BOT-BR-0010,Acerola — BRS 235 Apodi,matched_source_id,BOT-BR-0010:Acerola — BRS 235 Apodi,False
PROD-BR-00088,Acerola — BRS 235 Apodi — Juice / Nectar,Acerola — BRS 235 Apodi,Primary,BOT-BR-0010,Acerola — BRS 235 Apodi,matched_source_id,BOT-BR-0010:Acerola — BRS 235 Apodi,False
PROD-BR-00091,Acerola — BRS 236 Cereja — Cordial / Syrup,Acerola — BRS 236 Cereja,Primary,BOT-BR-0011,Acerola — BRS 236 Cereja,matched_source_id,BOT-BR-0011:Acerola — BRS 236 Cereja,False
PROD-BR-00092,Acerola — BRS 236 Cereja — Extract / Concentrate,Acerola — BRS 236 Cereja,Primary,BOT-BR-0011,Acerola — BRS 236 Cereja,matched_source_id,BOT-BR-0011:Acerola — BRS 236 Cereja,False
PROD-BR-00093,Acerola — BRS 236 Cereja — Fresh Produce,Acerola — BRS 236 Cereja,Primary,BOT-BR-0011,Acerola — BRS 236 Cereja,matched_source_id,BOT-BR-0011:Acerola — BRS 236 Cereja,False
PROD-BR-00094,Acerola — BRS 236 Cereja — Frozen Pulp / Purée,Acerola — BRS 236 Cereja,Primary,BOT-BR-0011,Acerola — BRS 236 Cereja,matched_source_id,BOT-BR-0011:Acerola — BRS 236 Cereja,False
PROD-BR-00095,Acerola — BRS 236 Cereja — Functional Beverage / RTD,Acerola — BRS 236 Cereja,Primary,BOT-BR-0011,Acerola — BRS 236 Cereja,matched_source_id,BOT-BR-0011:Acerola — BRS 236 Cereja,False
PROD-BR-00096,Acerola — BRS 236 Cereja — Jam / Preserve,Acerola — BRS 236 Cereja,Primary,BOT-BR-0011,Acerola — BRS 236 Cereja,matched_source_id,BOT-BR-0011:Acerola — BRS 236 Cereja,False
PROD-BR-00097,Acerola — BRS 236 Cereja — Juice / Nectar,Acerola — BRS 236 Cereja,Primary,BOT-BR-0011,Acerola — BRS 236 Cereja,matched_source_id,BOT-BR-0011:Acerola — BRS 236 Cereja,False
PROD-BR-00100,Acerola — BRS 237 Roxinha — Cordial / Syrup,Acerola — BRS 237 Roxinha,Primary,BOT-BR-0012,Acerola — BRS 237 Roxinha,matched_source_id,BOT-BR-0012:Acerola — BRS 237 Roxinha,False
PROD-BR-00101,Acerola — BRS 237 Roxinha — Extract / Concentrate,Acerola — BRS 237 Roxinha,Primary,BOT-BR-0012,Acerola — BRS 237 Roxinha,matched_source_id,BOT-BR-0012:Acerola — BRS 237 Roxinha,False
PROD-BR-00102,Acerola — BRS 237 Roxinha — Fresh Produce,Acerola — BRS 237 Roxinha,Primary,BOT-BR-0012,Acerola — BRS 237 Roxinha,matched_source_id,BOT-BR-0012:Acerola — BRS 237 Roxinha,False
PROD-BR-00103,Acerola — BRS 237 Roxinha — Frozen Pulp / Purée,Acerola — BRS 237 Roxinha,Primary,BOT-BR-0012,Acerola — BRS 237 Roxinha,matched_source_id,BOT-BR-0012:Acerola — BRS 237 Roxinha,False
PROD-BR-00104,Acerola — BRS 237 Roxinha — Functional Beverage / RTD,Acerola — BRS 237 Roxinha,Primary,BOT-BR-0012,Acerola — BRS 237 Roxinha,matched_source_id,BOT-BR-0012:Acerola — BRS 237 Roxinha,False
PROD-BR-00105,Acerola — BRS 237 Roxinha — Jam / Preserve,Acerola — BRS 237 Roxinha,Primary,BOT-BR-0012,Acerola — BRS 237 Roxinha,matched_source_id,BOT-BR-0012:Acerola — BRS 237 Roxinha,False
PROD-BR-00106,Acerola — BRS 237 Roxinha — Juice / Nectar,Acerola — BRS 237 Roxinha,Primary,BOT-BR-0012,Acerola — BRS 237 Roxinha,matched_source_id,BOT-BR-0012:Acerola — BRS 237 Roxinha,False
PROD-BR-00109,Acerola — BRS 238 Frutacor — Cordial / Syrup,Acerola — BRS 238 Frutacor,Primary,BOT-BR-0013,Acerola — BRS 238 Frutacor,matched_source_id,BOT-BR-0013:Acerola — BRS 238 Frutacor,False
PROD-BR-00110,Acerola — BRS 238 Frutacor — Extract / Concentrate,Acerola — BRS 238 Frutacor,Primary,BOT-BR-0013,Acerola — BRS 238 Frutacor,matched_source_id,BOT-BR-0013:Acerola — BRS 238 Frutacor,False
PROD-BR-00111,Acerola — BRS 238 Frutacor — Fresh Produce,Acerola — BRS 238 Frutacor,Primary,BOT-BR-0013,Acerola — BRS 238 Frutacor,matched_source_id,BOT-BR-0013:Acerola — BRS 238 Frutacor,False
PROD-BR-00112,Acerola — BRS 238 Frutacor — Frozen Pulp / Purée,Acerola — BRS 238 Frutacor,Primary,BOT-BR-0013,Acerola — BRS 238 Frutacor,matched_source_id,BOT-BR-0013:Acerola — BRS 238 Frutacor,False
PROD-BR-00113,Acerola — BRS 238 Frutacor — Functional Beverage / RTD,Acerola — BRS 238 Frutacor,Primary,BOT-BR-0013,Acerola — BRS 238 Frutacor,matched_source_id,BOT-BR-0013:Acerola — BRS 238 Frutacor,False
PROD-BR-00114,Acerola — BRS 238 Frutacor — Jam / Preserve,Acerola — BRS 238 Frutacor,Primary,BOT-BR-0013,Acerola — BRS 238 Frutacor,matched_source_id,BOT-BR-0013:Acerola — BRS 238 Frutacor,False
PROD-BR-00115,Acerola — BRS 238 Frutacor — Juice / Nectar,Acerola — BRS 238 Frutacor,Primary,BOT-BR-0013,Acerola — BRS 238 Frutacor,matched_source_id,BOT-BR-0013:Acerola — BRS 238 Frutacor,False
PROD-BR-00118,Acerola — BRS 366 Jaburu — Cordial / Syrup,Acerola — BRS 366 Jaburu,Primary,BOT-BR-0014,Acerola — BRS 366 Jaburu,matched_source_id,BOT-BR-0014:Acerola — BRS 366 Jaburu,False
PROD-BR-00119,Acerola — BRS 366 Jaburu — Extract / Concentrate,Acerola — BRS 366 Jaburu,Primary,BOT-BR-0014,Acerola — BRS 366 Jaburu,matched_source_id,BOT-BR-0014:Acerola — BRS 366 Jaburu,False
PROD-BR-00120,Acerola — BRS 366 Jaburu — Fresh Produce,Acerola — BRS 366 Jaburu,Primary,BOT-BR-0014,Acerola — BRS 366 Jaburu,matched_source_id,BOT-BR-0014:Acerola — BRS 366 Jaburu,False
PROD-BR-00121,Acerola — BRS 366 Jaburu — Frozen Pulp / Purée,Acerola — BRS 366 Jaburu,Primary,BOT-BR-0014,Acerola — BRS 366 Jaburu,matched_source_id,BOT-BR-0014:Acerola — BRS 366 Jaburu,False
PROD-BR-00122,Acerola — BRS 366 Jaburu — Functional Beverage / RTD,Acerola — BRS 366 Jaburu,Primary,BOT-BR-0014,Acerola — BRS 366 Jaburu,matched_source_id,BOT-BR-0014:Acerola — BRS 366 Jaburu,False
PROD-BR-00123,Acerola — BRS 366 Jaburu — Jam / Preserve,Acerola — BRS 366 Jaburu,Primary,BOT-BR-0014,Acerola — BRS 366 Jaburu,matched_source_id,BOT-BR-0014:Acerola — BRS 366 Jaburu,False
PROD-BR-00124,Acerola — BRS 366 Jaburu — Juice / Nectar,Acerola — BRS 366 Jaburu,Primary,BOT-BR-0014,Acerola — BRS 366 Jaburu,matched_source_id,BOT-BR-0014:Acerola — BRS 366 Jaburu,False
PROD-BR-00127,Acerola — BRS Cabocla — Cordial / Syrup,Acerola — BRS Cabocla,Primary,BOT-BR-0015,Acerola — BRS Cabocla,matched_source_id,BOT-BR-0015:Acerola — BRS Cabocla,False
PROD-BR-00128,Acerola — BRS Cabocla — Extract / Concentrate,Acerola — BRS Cabocla,Primary,BOT-BR-0015,Acerola — BRS Cabocla,matched_source_id,BOT-BR-0015:Acerola — BRS Cabocla,False
PROD-BR-00129,Acerola — BRS Cabocla — Fresh Produce,Acerola — BRS Cabocla,Primary,BOT-BR-0015,Acerola — BRS Cabocla,matched_source_id,BOT-BR-0015:Acerola — BRS Cabocla,False
PROD-BR-00130,Acerola — BRS Cabocla — Frozen Pulp / Purée,Acerola — BRS Cabocla,Primary,BOT-BR-0015,Acerola — BRS Cabocla,matched_source_id,BOT-BR-0015:Acerola — BRS Cabocla,False
PROD-BR-00131,Acerola — BRS Cabocla — Functional Beverage / RTD,Acerola — BRS Cabocla,Primary,BOT-BR-0015,Acerola — BRS Cabocla,matched_source_id,BOT-BR-0015:Acerola — BRS Cabocla,False
PROD-BR-00132,Acerola — BRS Cabocla — Jam / Preserve,Acerola — BRS Cabocla,Primary,BOT-BR-0015,Acerola — BRS Cabocla,matched_source_id,BOT-BR-0015:Acerola — BRS Cabocla,False
PROD-BR-00133,Acerola — BRS Cabocla — Juice / Nectar,Acerola — BRS Cabocla,Primary,BOT-BR-0015,Acerola — BRS Cabocla,matched_source_id,BOT-BR-0015:Acerola — BRS Cabocla,False
PROD-BR-00136,Acerola — BRS Rubra — Cordial / Syrup,Acerola — BRS Rubra,Primary,BOT-BR-0016,Acerola — BRS Rubra,matched_source_id,BOT-BR-0016:Acerola — BRS Rubra,False
PROD-BR-00137,Acerola — BRS Rubra — Extract / Concentrate,Acerola — BRS Rubra,Primary,BOT-BR-0016,Acerola — BRS Rubra,matched_source_id,BOT-BR-0016:Acerola — BRS Rubra,False
PROD-BR-00138,Acerola — BRS Rubra — Fresh Produce,Acerola — BRS Rubra,Primary,BOT-BR-0016,Acerola — BRS Rubra,matched_source_id,BOT-BR-0016:Acerola — BRS Rubra,False
PROD-BR-00139,Acerola — BRS Rubra — Frozen Pulp / Purée,Acerola — BRS Rubra,Primary,BOT-BR-0016,Acerola — BRS Rubra,matched_source_id,BOT-BR-0016:Acerola — BRS Rubra,False
PROD-BR-00140,Acerola — BRS Rubra — Functional Beverage / RTD,Acerola — BRS Rubra,Primary,BOT-BR-0016,Acerola — BRS Rubra,matched_source_id,BOT-BR-0016:Acerola — BRS Rubra,False
PROD-BR-00141,Acerola — BRS Rubra — Jam / Preserve,Acerola — BRS Rubra,Primary,BOT-BR-0016,Acerola — BRS Rubra,matched_source_id,BOT-BR-0016:Acerola — BRS Rubra,False
PROD-BR-00142,Acerola — BRS Rubra — Juice / Nectar,Acerola — BRS Rubra,Primary,BOT-BR-0016,Acerola — BRS Rubra,matched_source_id,BOT-BR-0016:Acerola — BRS Rubra,False
PROD-BR-00145,Acerola — BRS Sertaneja — Cordial / Syrup,Acerola — BRS Sertaneja,Primary,BOT-BR-0017,Acerola — BRS Sertaneja,matched_source_id,BOT-BR-0017:Acerola — BRS Sertaneja,False
PROD-BR-00146,Acerola — BRS Sertaneja — Extract / Concentrate,Acerola — BRS Sertaneja,Primary,BOT-BR-0017,Acerola — BRS Sertaneja,matched_source_id,BOT-BR-0017:Acerola — BRS Sertaneja,False
PROD-BR-00147,Acerola — BRS Sertaneja — Fresh Produce,Acerola — BRS Sertaneja,Primary,BOT-BR-0017,Acerola — BRS Sertaneja,matched_source_id,BOT-BR-0017:Acerola — BRS Sertaneja,False
PROD-BR-00148,Acerola — BRS Sertaneja — Frozen Pulp / Purée,Acerola — BRS Sertaneja,Primary,BOT-BR-0017,Acerola — BRS Sertaneja,matched_source_id,BOT-BR-0017:Acerola — BRS Sertaneja,False
PROD-BR-00149,Acerola — BRS Sertaneja — Functional Beverage / RTD,Acerola — BRS Sertaneja,Primary,BOT-BR-0017,Acerola — BRS Sertaneja,matched_source_id,BOT-BR-0017:Acerola — BRS Sertaneja,False
PROD-BR-00150,Acerola — BRS Sertaneja — Jam / Preserve,Acerola — BRS Sertaneja,Primary,BOT-BR-0017,Acerola — BRS Sertaneja,matched_source_id,BOT-BR-0017:Acerola — BRS Sertaneja,False
PROD-BR-00151,Acerola — BRS Sertaneja — Juice / Nectar,Acerola — BRS Sertaneja,Primary,BOT-BR-0017,Acerola — BRS Sertaneja,matched_source_id,BOT-BR-0017:Acerola — BRS Sertaneja,False
PROD-BR-00154,Acerola — Okinawa — Cordial / Syrup,Acerola — Okinawa,Primary,BOT-BR-0018,Acerola — Okinawa,matched_source_id,BOT-BR-0018:Acerola — Okinawa,False
PROD-BR-00155,Acerola — Okinawa — Extract / Concentrate,Acerola — Okinawa,Primary,BOT-BR-0018,Acerola — Okinawa,matched_source_id,BOT-BR-0018:Acerola — Okinawa,False
PROD-BR-00156,Acerola — Okinawa — Fresh Produce,Acerola — Okinawa,Primary,BOT-BR-0018,Acerola — Okinawa,matched_source_id,BOT-BR-0018:Acerola — Okinawa,False
PROD-BR-00157,Acerola — Okinawa — Frozen Pulp / Purée,Acerola — Okinawa,Primary,BOT-BR-0018,Acerola — Okinawa,matched_source_id,BOT-BR-0018:Acerola — Okinawa,False
PROD-BR-00158,Acerola — Okinawa — Functional Beverage / RTD,Acerola — Okinawa,Primary,BOT-BR-0018,Acerola — Okinawa,matched_source_id,BOT-BR-0018:Acerola — Okinawa,False
PROD-BR-00159,Acerola — Okinawa — Jam / Preserve,Acerola — Okinawa,Primary,BOT-BR-0018,Acerola — Okinawa,matched_source_id,BOT-BR-0018:Acerola — Okinawa,False
PROD-BR-00160,Acerola — Okinawa — Juice / Nectar,Acerola — Okinawa,Primary,BOT-BR-0018,Acerola — Okinawa,matched_source_id,BOT-BR-0018:Acerola — Okinawa,False
PROD-BR-00163,Alfavaca-cravo — Aromatic Extract / Hydrosol,Alfavaca-cravo,Primary,BOT-BR-0019,Alfavaca-cravo,matched_source_id,BOT-BR-0019:Alfavaca-cravo,False
PROD-BR-00164,Alfavaca-cravo — Bitters / Tincture,Alfavaca-cravo,Primary,BOT-BR-0019,Alfavaca-cravo,matched_source_id,BOT-BR-0019:Alfavaca-cravo,False
