botanical_entry_id,common_name_en,mature_height_m_min,mature_height_m_max,mature_spread_m_min,mature_spread_m_max,endemic_to_brazil,conservation_flag,invasive_risk_brazil,source_url_primary,source_url_secondary,source_url_tertiary,confidence_score,confidence_notes,match_basis
BOTBR-0004,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0004,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0005,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0005,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0005,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0006,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0006,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0006,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0007,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0007,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0007,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0008,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0008,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0008,pineapple,0.6,1.5,0.6,1.2,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Ananas%20comosus,https://powo.science.kew.org/results?q=Ananas%20comosus,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/abacaxi,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0009,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0009,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0009,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0010,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0010,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0010,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0011,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0011,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0011,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0012,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0012,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0012,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0013,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0013,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0013,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0014,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0014,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0014,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0015,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0015,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0015,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0016,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0016,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0016,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0017,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0017,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0017,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0018,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0018,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0018,acerola,1.5,5,1.5,4,FALSE,no,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Malpighia%20emarginata,https://powo.science.kew.org/results?q=Malpighia%20emarginata,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/acerola,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0020,cumaru-de-cheiro,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Amburana%20cearensis,https://powo.science.kew.org/results?q=Amburana%20cearensis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/amburana,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0020,cumaru-de-cheiro,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Amburana%20cearensis,https://powo.science.kew.org/results?q=Amburana%20cearensis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/amburana,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0021,andiroba,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Carapa%20guianensis,https://powo.science.kew.org/results?q=Carapa%20guianensis,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/andiroba,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0022,marolo,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Annona%20crassiflora,https://powo.science.kew.org/results?q=Annona%20crassiflora,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/araticum-do-cerrado,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0022,marolo,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Annona%20crassiflora,https://powo.science.kew.org/results?q=Annona%20crassiflora,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/araticum-do-cerrado,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0023,Paraná pine,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Araucaria%20angustifolia,https://powo.science.kew.org/results?q=Araucaria%20angustifolia,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/arauc%C3%A1ria,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0023,Paraná pine,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Araucaria%20angustifolia,https://powo.science.kew.org/results?q=Araucaria%20angustifolia,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/arauc%C3%A1ria,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0023,Paraná pine,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Araucaria%20angustifolia,https://powo.science.kew.org/results?q=Araucaria%20angustifolia,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/arauc%C3%A1ria,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0027,Brazilian pepper tree,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Myracrodruon%20urundeuva,https://powo.science.kew.org/results?q=Myracrodruon%20urundeuva,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/aroeira,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0027,Brazilian pepper tree,4,12,3,8,FALSE,yes,low (native),https://floradobrasil.jbrj.gov.br/consulta/?q=Myracrodruon%20urundeuva,https://powo.science.kew.org/results?q=Myracrodruon%20urundeuva,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/aroeira,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0028,açaí palm,6,18,3,7,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Euterpe%20oleracea,https://powo.science.kew.org/results?q=Euterpe%20oleracea,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/a%C3%A7a%C3%AD,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0028,açaí palm,6,18,3,7,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Euterpe%20oleracea,https://powo.science.kew.org/results?q=Euterpe%20oleracea,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/a%C3%A7a%C3%AD,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
BOTBR-0029,açaí palm,6,18,3,7,FALSE,yes,low,https://floradobrasil.jbrj.gov.br/consulta/?q=Euterpe%20oleracea,https://powo.science.kew.org/results?q=Euterpe%20oleracea,https://www.embrapa.br/busca-de-publicacoes/-/publicacao/busca/a%C3%A7a%C3%AD,5,Brazil block 1 row built from accepted-name backbone plus profile-level horticultural defaults; verify cultivar-specific details before production deployment.,scientific_name_to_accepted_name
