product_path_id,botanical_entry_id,product_family_tags,product_angle_notes,kombucha_1f_friendly,bitters_friendly,cordial_friendly,tea_friendly,fresh_produce_friendly,preserve_friendly,cosmetic_friendly,edible_flower_friendly,cut_flower_friendly,medicinal_flower_friendly,petal_flavour_friendly,dried_floral_friendly,source_table,source_row
BPP-BOT-BR-0174,BOT-BR-0174,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;wetland_filter,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103058
BPP-BOT-BR-0175,BOT-BR-0175,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;wetland_filter,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103059
BPP-BOT-BR-0176,BOT-BR-0176,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,18095
BPP-BOT-BR-0177,BOT-BR-0177,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,29457
BPP-BOT-BR-0178,BOT-BR-0178,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,29485
BPP-BOT-BR-0179,BOT-BR-0179,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;xeric_support,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,126840
BPP-BOT-BR-0180,BOT-BR-0180,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,26586
BPP-BOT-BR-0181,BOT-BR-0181,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15751
BPP-BOT-BR-0182,BOT-BR-0182,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,26587
BPP-BOT-BR-0183,BOT-BR-0183,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103027
BPP-BOT-BR-0184,BOT-BR-0184,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,80576
BPP-BOT-BR-0185,BOT-BR-0185,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103028
BPP-BOT-BR-0186,BOT-BR-0186,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,26592
BPP-BOT-BR-0187,BOT-BR-0187,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15756
BPP-BOT-BR-0188,BOT-BR-0188,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,77934
BPP-BOT-BR-0189,BOT-BR-0189,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,26600
BPP-BOT-BR-0190,BOT-BR-0190,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15760
BPP-BOT-BR-0191,BOT-BR-0191,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103038
BPP-BOT-BR-0192,BOT-BR-0192,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,25201
BPP-BOT-BR-0193,BOT-BR-0193,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15762
BPP-BOT-BR-0194,BOT-BR-0194,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,80583
BPP-BOT-BR-0195,BOT-BR-0195,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103040
BPP-BOT-BR-0196,BOT-BR-0196,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15764
BPP-BOT-BR-0197,BOT-BR-0197,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15767
BPP-BOT-BR-0198,BOT-BR-0198,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,26605
BPP-BOT-BR-0199,BOT-BR-0199,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,1416
BPP-BOT-BR-0200,BOT-BR-0200,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,25124
BPP-BOT-BR-0201,BOT-BR-0201,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,33985
BPP-BOT-BR-0202,BOT-BR-0202,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,43612
BPP-BOT-BR-0203,BOT-BR-0203,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,33989
BPP-BOT-BR-0204,BOT-BR-0204,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15679
BPP-BOT-BR-0205,BOT-BR-0205,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15683
BPP-BOT-BR-0206,BOT-BR-0206,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15685
BPP-BOT-BR-0207,BOT-BR-0207,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,25192
BPP-BOT-BR-0208,BOT-BR-0208,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103998
BPP-BOT-BR-0209,BOT-BR-0209,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,102216
BPP-BOT-BR-0210,BOT-BR-0210,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,286359
BPP-BOT-BR-0211,BOT-BR-0211,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5159
BPP-BOT-BR-0212,BOT-BR-0212,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5161
BPP-BOT-BR-0213,BOT-BR-0213,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,102218
BPP-BOT-BR-0214,BOT-BR-0214,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5163
BPP-BOT-BR-0215,BOT-BR-0215,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,104367
BPP-BOT-BR-0216,BOT-BR-0216,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5181
BPP-BOT-BR-0217,BOT-BR-0217,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,104311
BPP-BOT-BR-0218,BOT-BR-0218,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5195
BPP-BOT-BR-0219,BOT-BR-0219,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5198
BPP-BOT-BR-0220,BOT-BR-0220,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5213
BPP-BOT-BR-0221,BOT-BR-0221,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,127704
BPP-BOT-BR-0222,BOT-BR-0222,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5220
BPP-BOT-BR-0223,BOT-BR-0223,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5221
BPP-BOT-BR-0224,BOT-BR-0224,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5222
BPP-BOT-BR-0225,BOT-BR-0225,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5226
BPP-BOT-BR-0226,BOT-BR-0226,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,104357
BPP-BOT-BR-0227,BOT-BR-0227,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5233
BPP-BOT-BR-0228,BOT-BR-0228,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5239
BPP-BOT-BR-0229,BOT-BR-0229,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5240
BPP-BOT-BR-0230,BOT-BR-0230,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5241
BPP-BOT-BR-0231,BOT-BR-0231,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5247
BPP-BOT-BR-0232,BOT-BR-0232,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5249
BPP-BOT-BR-0233,BOT-BR-0233,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5254
BPP-BOT-BR-0234,BOT-BR-0234,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5256
BPP-BOT-BR-0235,BOT-BR-0235,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5259
BPP-BOT-BR-0236,BOT-BR-0236,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,5260
BPP-BOT-BR-0237,BOT-BR-0237,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,104366
BPP-BOT-BR-0238,BOT-BR-0238,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,33998
BPP-BOT-BR-0239,BOT-BR-0239,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15691
BPP-BOT-BR-0240,BOT-BR-0240,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,22109
BPP-BOT-BR-0241,BOT-BR-0241,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15693
BPP-BOT-BR-0242,BOT-BR-0242,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15700
BPP-BOT-BR-0243,BOT-BR-0243,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,15702
BPP-BOT-BR-0244,BOT-BR-0244,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: fruit_producer;climber,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,34117
BPP-BOT-BR-0245,BOT-BR-0245,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,13840
BPP-BOT-BR-0246,BOT-BR-0246,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,16926
BPP-BOT-BR-0247,BOT-BR-0247,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103746
BPP-BOT-BR-0248,BOT-BR-0248,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;xeric_support,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,103749
BPP-BOT-BR-0249,BOT-BR-0249,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,114892
BPP-BOT-BR-0250,BOT-BR-0250,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;xeric_support,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,25886
BPP-BOT-BR-0251,BOT-BR-0251,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;xeric_support,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,10904
BPP-BOT-BR-0252,BOT-BR-0252,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,121579
BPP-BOT-BR-0253,BOT-BR-0253,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,111950
BPP-BOT-BR-0254,BOT-BR-0254,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,10906
BPP-BOT-BR-0255,BOT-BR-0255,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,10907
BPP-BOT-BR-0256,BOT-BR-0256,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,1430
BPP-BOT-BR-0257,BOT-BR-0257,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,26574
BPP-BOT-BR-0258,BOT-BR-0258,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,33310
BPP-BOT-BR-0259,BOT-BR-0259,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,33311
BPP-BOT-BR-0260,BOT-BR-0260,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: fruit_producer;wetland_filter;xeric_support,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,80340
BPP-BOT-BR-0261,BOT-BR-0261,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,129203
BPP-BOT-BR-0262,BOT-BR-0262,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;wetland_filter,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,6691
BPP-BOT-BR-0263,BOT-BR-0263,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,20882
BPP-BOT-BR-0264,BOT-BR-0264,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,121556
BPP-BOT-BR-0265,BOT-BR-0265,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,87730
BPP-BOT-BR-0266,BOT-BR-0266,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: fruit_producer;structural;xeric_support,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,22405
BPP-BOT-BR-0267,BOT-BR-0267,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,22606
BPP-BOT-BR-0268,BOT-BR-0268,Fresh Produce,Derived from normalized roles for Atlantic Forest scale-up: leafy_green;wetland_filter,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,291120
BPP-BOT-BR-0269,BOT-BR-0269,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,14363
BPP-BOT-BR-0270,BOT-BR-0270,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,14366
BPP-BOT-BR-0271,BOT-BR-0271,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,14367
BPP-BOT-BR-0272,BOT-BR-0272,review_needed_for_atlantic_product_mapping,Atlantic focus pack provided no explicit product-use fields for this row; retain for later product mapping.,,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,26102
