botanical_entry_id,common_name_pt,common_name_en,botanical_name,scientific_name,variety_cultivar,alternative_names,duplicate_name_group,duplicate_name_count,part_used,season,ferment_safety,use_type,functions,form_in_system,micronutrients,notes,ayurvedic_profile,tcm_meridians,tcm_nature_flavour,archetype_animal,scientific_actions,synergy_tags,element_planet,permaculture_guild,biodynamic_timing,soil_type,growing_conditions,foraging_habitat,plant_type,perennial_main_group,sweep_bucket,scarcity_class,conservation_relevance,heritage_flag,medicinal_flag,ecological_value_flag,perennial_rating,inclusion_rationale,mature_height_m_min,mature_height_m_max,mature_height_m,mature_spread_m_min,mature_spread_m_max,mature_spread_m,size_class,root_volume_class,container_suitable,pruning_response,dwarf_flag,grafted_flag,self_fertile_flag,pollination_requirement,pollinator_type,pollination_notes,plant_lifespan_years,productive_lifespan_years,replacement_cycle_years,data_confidence_level,data_source_type,record_completeness_score,fields_completed_count,system_roles,propagation_difficulty,propagation_success_rate,invasiveness_risk_level,spread_control_required,min_temp_c,max_temp_c,drought_tolerance,frost_tolerance,endemic_to_brazil,conservation_flag,invasive_risk_brazil,source_url_primary,source_url_secondary,source_url_tertiary,confidence_score,confidence_notes,kombucha_1f_friendly_flag,tea_friendly_flag,bitters_friendly_flag,cordial_friendly_flag,fresh_produce_friendly_flag,preserve_friendly_flag,cosmetic_friendly_flag,source_table,source_row
BOT-BR-0246,caja,,Bernardinia fluminensis var. fluminensis,bernardinia fluminensis var. fluminensis,var. fluminensis,fruta de cachorro; mata-cachorro,caja,2,,,,,,Arbusto; Árvore; Liana/volúvel/trepadeira,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Área Antrópica, Floresta Estacional Semidecidual. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: seasonal-forest transition fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00226",,,,,,,,,,,"Mata Atlântica; Área Antrópica, Floresta Estacional Semidecidual","Área Antrópica, Floresta Estacional Semidecidual",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,7,7,,4,4,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.5,35,climber;structural,,,low_native,FALSE,5,34,low_to_medium,low_to_medium,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=bernardinia%20fluminensis%20var.%20fluminensis,https://powo.science.kew.org/results?q=bernardinia%20fluminensis%20var.%20fluminensis,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,16926
BOT-BR-0247,Picão,,Bidens bipinnata,bidens bipinnata,,,picao,3,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica, Pampa. Vegetation: Área Antrópica. CNCFlora overlay category: LC. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00100",,,,,,,,,,Terrícola,"Mata Atlântica, Pampa; Área Antrópica",Área Antrópica,herb,Herb,less_common_but_still_cultivated,common_cultivated,CNCFlora_overlay_LC,FALSE,,TRUE,4,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.486,34,leafy_green,,,review_naturalized,TRUE,-2,34,medium,medium_high,FALSE,CNCFlora_overlay_LC,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=bidens%20bipinnata,https://powo.science.kew.org/results?q=bidens%20bipinnata,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,103746
BOT-BR-0248,Picão,,Bidens pilosa,bidens pilosa,,,picao,3,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal. Vegetation: Área Antrópica, Floresta Estacional Decidual. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00101",,,,,,,,,,Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal; Área Antrópica, Floresta Estacional Decidual","Área Antrópica, Floresta Estacional Decidual",herb,Herb,less_common_but_still_cultivated,common_cultivated,,FALSE,,FALSE,4,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.471,33,leafy_green;xeric_support,,,review_naturalized,TRUE,8,40,high,low,FALSE,,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=bidens%20pilosa,https://powo.science.kew.org/results?q=bidens%20pilosa,,0.471,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,103749
BOT-BR-0249,Picão,,Bidens squarrosa,bidens squarrosa,,,picao,3,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Área Antrópica. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00102",,,,,,,,,,Terrícola,Mata Atlântica; Área Antrópica,Área Antrópica,herb,Herb,less_common_but_still_cultivated,common_cultivated,,FALSE,,FALSE,4,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.471,33,leafy_green,,,review_naturalized,TRUE,-2,34,medium,medium_high,FALSE,,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=bidens%20squarrosa,https://powo.science.kew.org/results?q=bidens%20squarrosa,,0.471,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,114892
BOT-BR-0250,erva-tostão,,Boerhavia coccinea,boerhavia coccinea,,,erva-tostao,2,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Caatinga, Cerrado, Mata Atlântica. Vegetation: Área Antrópica. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00518",,,,,,,,,,Terrícola,"Caatinga, Cerrado, Mata Atlântica; Área Antrópica",Área Antrópica,herb,Herb,less_common_but_still_cultivated,common_cultivated,,FALSE,,FALSE,4,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.471,33,leafy_green;xeric_support,,,review_naturalized,TRUE,8,40,high,low,FALSE,,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=boerhavia%20coccinea,https://powo.science.kew.org/results?q=boerhavia%20coccinea,,0.471,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,25886
BOT-BR-0251,erva-tostão,,Boerhavia diffusa,boerhavia diffusa,,pega-pinto,erva-tostao,2,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica. Vegetation: Área Antrópica. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00519",,,,,,,,,,Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Área Antrópica",Área Antrópica,herb,Herb,less_common_but_still_cultivated,common_cultivated,,FALSE,,FALSE,4,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.486,34,leafy_green;xeric_support,,,review_naturalized,TRUE,8,40,high,low,FALSE,,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=boerhavia%20diffusa,https://powo.science.kew.org/results?q=boerhavia%20diffusa,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,10904
BOT-BR-0252,amarra-pinto,,Boerhavia erecta,boerhavia erecta,,,amarra-pinto,1,,,,,,Erva; Subarbusto,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Cerrado, Mata Atlântica, Pantanal. Vegetation: Área Antrópica. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00520",,,,,,,,,,Terrícola,"Cerrado, Mata Atlântica, Pantanal; Área Antrópica",Área Antrópica,subshrub_herb,Subshrub/Herb,less_common_but_still_cultivated,common_cultivated,,FALSE,,FALSE,4,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.6,0.6,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.471,33,leafy_green,,,review_naturalized,TRUE,4,36,medium,low_to_medium,FALSE,,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=boerhavia%20erecta,https://powo.science.kew.org/results?q=boerhavia%20erecta,,0.471,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,121579
BOT-BR-0253,Capim bobó,,Bothriochloa laguroides var. laguroides,bothriochloa laguroides var. laguroides,var. laguroides,,capim bobo,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica, Pampa. Vegetation: Área Antrópica, Campo Limpo, Floresta Ombrófila Mista, Restinga. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; dense ombrophilous forest fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00551",,,,,,,,,,Terrícola,"Mata Atlântica, Pampa; Área Antrópica, Campo Limpo, Floresta Ombrófila Mista, Restinga","Área Antrópica, Campo Limpo, Floresta Ombrófila Mista, Restinga",herb,Herb,heritage_scarce_regionally_preserved,known_native,,TRUE,,TRUE,4,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,0.8,0.8,,0.5,0.5,S,low,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.486,34,wetland_filter,,,low_native,FALSE,-2,34,medium,medium_high,FALSE,,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=bothriochloa%20laguroides%20var.%20laguroides,https://powo.science.kew.org/results?q=bothriochloa%20laguroides%20var.%20laguroides,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,111950
BOT-BR-0254,juvú,,Bougainvillea glabra,bougainvillea glabra,,"três-marias, primavera, buganvilia",juvu,1,,,,,,Arbusto; Árvore; Liana/volúvel/trepadeira,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Caatinga, Mata Atlântica. Vegetation: Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: dense ombrophilous forest fit; seasonal-forest transition fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01044",,,,,,,,,,Terrícola,"Caatinga, Mata Atlântica; Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista","Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista",tree_shrub,Tree/Shrub,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,5,5,,3,3,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.5,35,climber;structural;xeric_support,,,low_native,FALSE,8,40,high,low,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=bougainvillea%20glabra,https://powo.science.kew.org/results?q=bougainvillea%20glabra,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,10906
BOT-BR-0255,três-marias,,Bougainvillea spectabilis,bougainvillea spectabilis,,primavera; tapirica; roseira-do-mato,tres-marias,1,,,,,,Liana/volúvel/trepadeira,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Mata Atlântica. Vegetation: Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; dense ombrophilous forest fit; seasonal-forest transition fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01215",,,,,,,,,,Terrícola,"Amazônia, Mata Atlântica; Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga","Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga",liana_vine,Liana/Vine,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,6,6,,2.5,2.5,L,high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium,JBRJ_Flora2015; derived_builder_fields,0.5,35,climber,,,low_native,FALSE,-2,34,medium,medium_high,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=bougainvillea%20spectabilis,https://powo.science.kew.org/results?q=bougainvillea%20spectabilis,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,10907
BOT-BR-0256,Urumbeba,,Brasiliopuntia brasiliensis,brasiliopuntia brasiliensis,,Rumbeba; Cumbeba; Mumbeca; Mumbebo; Facho-de-renda; Palmatória grande; Palmatória-do-diabo; Ambeba; Arumbeva; Gerumbeba; Jurubeba; Palmadora; Palmatória; Xiquexique-do-sertão,urumbeba,1,,,,,,Arbusto; Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal. Vegetation: Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga, Vegetação Sobre Afloramentos Rochosos. CNCFlora overlay category: LC. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; dense ombrophilous forest fit; seasonal-forest transition fit; rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-01329",,,,,,,,,,Rupícola; Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal; Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga, Vegetação Sobre Afloramentos Rochosos","Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga, Vegetação Sobre Afloramentos Rochosos",succulent_cactus,Succulent/Cactus,indigenous_traditional_long_use,known_native,CNCFlora_overlay_LC,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Native vernacular taxon retained for traditional/long-use coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,1.5,1.5,,1.2,1.2,M,medium,yes,cutback_or_cleanup_tolerant,FALSE,,,,,,,,,medium,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.5,35,wetland_filter;xeric_support,,,low_native,FALSE,8,40,high,low,FALSE,CNCFlora_overlay_LC,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=brasiliopuntia%20brasiliensis,https://powo.science.kew.org/results?q=brasiliopuntia%20brasiliensis,,0.5,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,1430
BOT-BR-0257,Butiá-da-serra,,Butia eriospatha,butia eriospatha,,,butia-da-serra,1,,,,,,Erva,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Mata Atlântica. Vegetation: Campo de Altitude, Campo Limpo, Palmeiral. CNCFlora overlay category: VU. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: montane/cloud-edge fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00078",,,,,,,,,,Terrícola,"Mata Atlântica; Campo de Altitude, Campo Limpo, Palmeiral","Campo de Altitude, Campo Limpo, Palmeiral",palm,Palm,ecological_conservation_relevant,elevated_concern,CNCFlora_overlay_VU,FALSE,,TRUE,5,biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Threat-assessed Brazil-occurring taxon retained for conservation-targeted coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,12,12,,4,4,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; CNCFlora_overlay; derived_builder_fields,0.486,34,structural,,,low_native,FALSE,-2,34,medium,medium_high,FALSE,CNCFlora_overlay_VU,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=butia%20eriospatha,https://powo.science.kew.org/results?q=butia%20eriospatha,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,26574
BOT-BR-0258,Itapicuru,,Callisthene major var. major,callisthene major var. major,var. major,Pau terra,itapicuru,1,,,,,,Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Caatinga, Cerrado. Vegetation: Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00759",,,,,,,,,,Rupícola; Terrícola,"Caatinga, Cerrado; Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos","Cerrado (lato sensu), Floresta Ciliar ou Galeria, Vegetação Sobre Afloramentos Rochosos",tree,Tree,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,10,10,,5,5,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.514,36,structural;xeric_support,,,low_native,FALSE,8,40,high,low,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=callisthene%20major%20var.%20major,https://powo.science.kew.org/results?q=callisthene%20major%20var.%20major,,0.514,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,33310
BOT-BR-0259,João farinha,,Callisthene major var. pilosa,callisthene major var. pilosa,var. pilosa,Tapicuru,joao farinha,1,,,,,,Árvore,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Cerrado. Vegetation: Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: rocky-outcrop fit; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00760",,,,,,,,,,Rupícola; Terrícola,"Cerrado; Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos","Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos",tree,Tree,heritage_scarce_regionally_preserved,endemic_or_localized,endemic_native,TRUE,,TRUE,5,biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Named infraspecific or endemic vernacular taxon retained for heritage/regional preservation coverage. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,10,10,,5,5,XL,very_high,limited,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.514,36,structural,,,low_native,FALSE,5,35,medium,low_to_medium,TRUE,endemic_native,low_native,https://floradobrasil.jbrj.gov.br/consulta/?q=callisthene%20major%20var.%20pilosa,https://powo.science.kew.org/results?q=callisthene%20major%20var.%20pilosa,,0.514,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,33311
BOT-BR-0260,algodão-de-seda,,Calotropis procera,calotropis procera,,saco-de-velho,algodao-de-seda,1,,,,,,Arbusto,,"Accepted Brazil taxon from JBRJ angiosperm checklist. Domains: Amazônia, Caatinga, Cerrado, Mata Atlântica. Vegetation: Área Antrópica, Caatinga (stricto sensu), Cerrado (lato sensu), Restinga. Size, climate, root and layer builder fields are provisional derivations from life form + domain where no taxon-level trait source was present in this import. Ubatuba/Green Coast focus retained: restinga/coastal-sand fit; homegarden/disturbed-edge crossover; tree rows limited to <=12 m in this pass. | source_botanical_entry_id=BR-BEM-00056",,,,,,,,,,Terrícola,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Área Antrópica, Caatinga (stricto sensu), Cerrado (lato sensu), Restinga","Área Antrópica, Caatinga (stricto sensu), Cerrado (lato sensu), Restinga",shrub,Shrub,less_common_but_still_cultivated,common_cultivated,,FALSE,,FALSE,5,biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06; scaleup_source=ubatuba_green_coast_focus_pack_v1; source_rationale=Cultivated or naturalized Brazil-occurring taxon with vernacular coverage retained for branch breadth. Ubatuba/Green Coast focus filter applied; Atlantic Forest/coastal fit retained; tall trees excluded for current pass.,,2.5,2.5,,2,2,M,medium,yes,responsive_with_species_variation,FALSE,,,,,,,,,medium_high,JBRJ_Flora2015; derived_builder_fields,0.486,34,fruit_producer;wetland_filter;xeric_support,,,review_naturalized,TRUE,8,40,high,low,FALSE,,review_naturalized,https://floradobrasil.jbrj.gov.br/consulta/?q=calotropis%20procera,https://powo.science.kew.org/results?q=calotropis%20procera,,0.486,Atlantic Forest scale-up row carried from Ubatuba / Green Coast focus pack; layer and role normalization applied without schema changes.,,,,,,,,angiospermsdatabase.xlsx,80340
