product_path_id,botanical_entry_id,product_family_tags,product_angle_notes,kombucha_1f_friendly,bitters_friendly,cordial_friendly,tea_friendly,fresh_produce_friendly,preserve_friendly,cosmetic_friendly,edible_flower_friendly,cut_flower_friendly,medicinal_flower_friendly,petal_flavour_friendly,dried_floral_friendly,source_table,source_row
BPP-BOT-BR-0011,BOT-BR-0011,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,12
BPP-BOT-BR-0012,BOT-BR-0012,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,13
BPP-BOT-BR-0013,BOT-BR-0013,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,14
BPP-BOT-BR-0014,BOT-BR-0014,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,15
BPP-BOT-BR-0015,BOT-BR-0015,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,16
BPP-BOT-BR-0016,BOT-BR-0016,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,17
BPP-BOT-BR-0017,BOT-BR-0017,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,18
BPP-BOT-BR-0018,BOT-BR-0018,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Pulp;Nutraceutical;Juice,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,19
BPP-BOT-BR-0019,BOT-BR-0019,Aromatic Extract / Hydrosol; Bitters / Tincture; Cordial / Syrup; Culinary Seasoning / Herb; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Kombucha 2F Flavoring; Tea / Tisane,Tea;Tincture;Extract;Tonic,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,20
BPP-BOT-BR-0020,BOT-BR-0020,Bitters / Tincture; Cordial / Syrup; Culinary Seasoning / Herb; Dried Herb / Spice; Extract / Concentrate; Oil / Cosmetic Ingredient; Tea / Tisane,Medicinal;Aromatic;Wood,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,,,,,Botanicals_Master,21
BPP-BOT-BR-0021,BOT-BR-0021,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Oil / Cosmetic Ingredient; Tea / Tisane,Oil;Extract;Medicinal;Cosmetic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,Botanicals_Master,22
BPP-BOT-BR-0022,BOT-BR-0022,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,23
BPP-BOT-BR-0023,BOT-BR-0023,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Flour / Powder; Oil / Cosmetic Ingredient; Snack / Nut; Tea / Tisane,Nut;Restoration;Heritage food,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,Botanicals_Master,24
BPP-BOT-BR-0024,BOT-BR-0024,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,25
BPP-BOT-BR-0025,BOT-BR-0025,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,26
BPP-BOT-BR-0026,BOT-BR-0026,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Tea / Tisane,Tea;Tincture;Extract;Tonic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,27
BPP-BOT-BR-0027,BOT-BR-0027,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Oil / Cosmetic Ingredient; Tea / Tisane,Medicinal;Restoration;Wood,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,,Botanicals_Master,28
BPP-BOT-BR-0028,BOT-BR-0028,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,29
BPP-BOT-BR-0029,BOT-BR-0029,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh pulp;frozen pulp;nutraceutical,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,30
BPP-BOT-BR-0030,BOT-BR-0030,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh pulp;frozen pulp;nutraceutical,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,31
BPP-BOT-BR-0031,BOT-BR-0031,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,32
BPP-BOT-BR-0032,BOT-BR-0032,Bitters / Tincture; Cordial / Syrup; Extract / Concentrate; Flour / Powder; Fresh Produce; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Oil / Cosmetic Ingredient,Oil;Flour;Cosmetic;Food ingredient,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,,Botanicals_Master,33
BPP-BOT-BR-0033,BOT-BR-0033,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,34
BPP-BOT-BR-0034,BOT-BR-0034,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,35
BPP-BOT-BR-0035,BOT-BR-0035,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,36
BPP-BOT-BR-0036,BOT-BR-0036,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,37
BPP-BOT-BR-0037,BOT-BR-0037,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,38
BPP-BOT-BR-0038,BOT-BR-0038,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,39
BPP-BOT-BR-0039,BOT-BR-0039,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,40
BPP-BOT-BR-0040,BOT-BR-0040,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,41
BPP-BOT-BR-0041,BOT-BR-0041,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,42
BPP-BOT-BR-0042,BOT-BR-0042,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,43
BPP-BOT-BR-0043,BOT-BR-0043,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,44
BPP-BOT-BR-0044,BOT-BR-0044,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,45
BPP-BOT-BR-0045,BOT-BR-0045,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,46
BPP-BOT-BR-0046,BOT-BR-0046,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,47
BPP-BOT-BR-0047,BOT-BR-0047,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fresh market;Processing;Dessert / cooking,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,48
BPP-BOT-BR-0048,BOT-BR-0048,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,49
BPP-BOT-BR-0049,BOT-BR-0049,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Tea / Tisane,Tea;Tincture;Extract;Tonic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,50
BPP-BOT-BR-0050,BOT-BR-0050,Bitters / Tincture; Cordial / Syrup; Extract / Concentrate; Flour / Powder; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Oil / Cosmetic Ingredient; Snack / Nut,Nut;Snack;Oil;Flour,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,,Botanicals_Master,51
BPP-BOT-BR-0051,BOT-BR-0051,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,52
BPP-BOT-BR-0052,BOT-BR-0052,Aromatic Extract / Hydrosol; Bitters / Tincture; Cordial / Syrup; Culinary Seasoning / Herb; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Kombucha 2F Flavoring; Tea / Tisane,Tea;Tincture;Extract;Tonic,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,53
BPP-BOT-BR-0053,BOT-BR-0053,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,54
BPP-BOT-BR-0054,BOT-BR-0054,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,55
BPP-BOT-BR-0055,BOT-BR-0055,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,56
BPP-BOT-BR-0056,BOT-BR-0056,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,57
BPP-BOT-BR-0057,BOT-BR-0057,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,58
BPP-BOT-BR-0058,BOT-BR-0058,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,59
BPP-BOT-BR-0059,BOT-BR-0059,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,60
BPP-BOT-BR-0060,BOT-BR-0060,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,61
BPP-BOT-BR-0061,BOT-BR-0061,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,62
BPP-BOT-BR-0062,BOT-BR-0062,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,63
BPP-BOT-BR-0063,BOT-BR-0063,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,64
BPP-BOT-BR-0064,BOT-BR-0064,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,65
BPP-BOT-BR-0065,BOT-BR-0065,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,66
BPP-BOT-BR-0066,BOT-BR-0066,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,67
BPP-BOT-BR-0067,BOT-BR-0067,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,68
BPP-BOT-BR-0068,BOT-BR-0068,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,69
BPP-BOT-BR-0069,BOT-BR-0069,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,70
BPP-BOT-BR-0070,BOT-BR-0070,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,71
BPP-BOT-BR-0071,BOT-BR-0071,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,72
BPP-BOT-BR-0072,BOT-BR-0072,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;specialty coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,73
BPP-BOT-BR-0073,BOT-BR-0073,Bitters / Tincture; Dried Herb / Spice; Extract / Concentrate; Functional Beverage / RTD; Roasted Beverage,Roasted beverage;soluble coffee,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,Botanicals_Master,74
BPP-BOT-BR-0074,BOT-BR-0074,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,75
BPP-BOT-BR-0075,BOT-BR-0075,Bitters / Tincture; Cordial / Syrup; Extract / Concentrate; Flour / Powder; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring; Snack / Nut,Fresh;Juice;Nut;Alcohol,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,76
BPP-BOT-BR-0076,BOT-BR-0076,Cordial / Syrup; Extract / Concentrate; Fresh Produce; Frozen Pulp / Purée; Functional Beverage / RTD; Jam / Preserve; Juice / Nectar; Kombucha 1F Ingredient; Kombucha 2F Flavoring,Fruit;Pulp;Beverage;Cordial,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,,,,,Botanicals_Master,77
